displayName,description,datatype,patientAttribute,priority,clinicalAttributeId,studyId
"Fev1 percent ref postbroncholiator","Fev1 percent ref postbroncholiator","NUMBER",true,"1","FEV1_PERCENT_REF_POSTBRONCHOLIATOR","lusc_tcga"
"Fev1 percent ref prebroncholiator","Fev1 percent ref prebroncholiator","NUMBER",true,"1","FEV1_PERCENT_REF_PREBRONCHOLIATOR","lusc_tcga"
"Form completion date","Form completion date","STRING",true,"1","FORM_COMPLETION_DATE","lusc_tcga"
"Fraction Genome Altered","Fraction Genome Altered","NUMBER",false,"20","FRACTION_GENOME_ALTERED","lusc_tcga"
"Neoplasm Histologic Type Name","Text term for the structural pattern of cancer cells used to define a microscopic diagnosis.","STRING",true,"1","HISTOLOGICAL_DIAGNOSIS","lusc_tcga"
"Prior immunologic disease type","Prior immunologic disease type","STRING",true,"1","HISTORY_IMMUNOLOGICAL_DISEASE","lusc_tcga"
"Prior immunologic disease other","Prior immunologic disease other","STRING",true,"1","HISTORY_IMMUNOLOGICAL_DISEASE_OTHER","lusc_tcga"
"Neoadjuvant Therapy Type Administered Prior To Resection Text","Text term to describe the patient's history of neoadjuvant treatment and the kind of treament given prior to resection of the tumor.","STRING",true,"1","HISTORY_NEOADJUVANT_TRTYN","lusc_tcga"
"Prior Cancer Diagnosis Occurence","Text term to describe the patient's history of prior cancer diagnosis and the spatial location of any previous cancer occurrence.","STRING",true,"1","HISTORY_OTHER_MALIGNANCY","lusc_tcga"
"Prior infectious disease","Prior infectious disease","STRING",true,"1","HISTORY_RELEVANT_INFECTIOUS_DX","lusc_tcga"
"HIV Status","HIV Status","STRING",true,"1","HIV_STATUS","lusc_tcga"
"ICD-10 Classification","10th revision of the International Statistical Classification of Diseases and Related Health Problems.","STRING",true,"1","ICD_10","lusc_tcga"
"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code","The third edition of the International Classification of Diseases for Oncology, published in 2000, used principally in tumor and cancer registries for coding the site (topography) and the histology (morphology) of neoplasms._The study of the structure of the cells and their arrangement to constitute tissues and, finally, the association among these to form organs.  In pathology, the microscopic process of identifying normal and abnormal morphologic characteristics in tissues, by employing various cytochemical and immunocytochemical stains._A system of numbered categories for representation of data.","STRING",true,"1","ICD_O_3_HISTOLOGY","lusc_tcga"
"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Site Code","The third edition of the International Classification of Diseases for Oncology, published in 2000, used principally in tumor and cancer registries for coding the site (topography) and the histology (morphology) of neoplasms._The description of an anatomical region or of a body part._Named locations of, or within, the body._A system of numbered categories for representation of data.","STRING",true,"1","ICD_O_3_SITE","lusc_tcga"
"Informed consent verified","Informed consent verified","STRING",true,"1","INFORMED_CONSENT_VERIFIED","lusc_tcga"
"Year Cancer Initial Diagnosis","Numeric value to represent the year of an individual's initial pathologic diagnosis of cancer.","NUMBER",true,"1","INITIAL_PATHOLOGIC_DX_YEAR","lusc_tcga"
"Initial Patient Weight","Weight measured in kilograms.","NUMBER",false,"1","INITIAL_WEIGHT","lusc_tcga"
"Is FFPE","If the sample is from FFPE","STRING",false,"1","IS_FFPE","lusc_tcga"
"Karnofsky Performance Score","Score from the Karnofsky Performance status scale, representing the functional capabilities of a person.","NUMBER",true,"1","KARNOFSKY_PERFORMANCE_SCORE","lusc_tcga"
"Kras gene analysis indicator","Kras gene analysis indicator","STRING",true,"1","KRAS_GENE_ANALYSIS_INDICATOR","lusc_tcga"
"KRAS Mutation","KRAS mutation is present.","STRING",true,"1","KRAS_MUTATION","lusc_tcga"
"Kras mutation identified type","Kras mutation identified type","STRING",true,"1","KRAS_MUTATION_IDENTIFIED_TYPE","lusc_tcga"
"Primary Tumor Laterality","For tumors in paired organs, designates the side on which the cancer originates.","STRING",true,"1","LATERALITY","lusc_tcga"
"Location lung parenchyma","Location lung parenchyma","STRING",true,"1","LOCATION_LUNG_PARENCHYMA","lusc_tcga"
"Longest Dimension","Longest Dimension","NUMBER",false,"1","LONGEST_DIMENSION","lusc_tcga"
"First Pathologic Diagnosis Biospecimen Acquisition Method Type","Text name of the procedure to secure the tissue used for the original pathologic diagnosis.","STRING",true,"1","METHOD_OF_INITIAL_SAMPLE_PROCUREMENT","lusc_tcga"
"First Pathologic Diagnosis Biospecimen Acquisition Other Method Type","Text to describe a method used to secure tissue for an original pathologic diagnosis that is different from other identified methods.","STRING",true,"1","METHOD_OF_INITIAL_SAMPLE_PROCUREMENT_OTHER","lusc_tcga"
"First Pathologic Diagnosis Biospecimen Acquisition Method Type","Text name of the procedure to secure the tissue used for the original pathologic diagnosis.","STRING",false,"1","METHOD_OF_SAMPLE_PROCUREMENT","lusc_tcga"
"Mutation Count","Mutation Count","NUMBER",false,"30","MUTATION_COUNT","lusc_tcga"
"Mutation Status","Mutation Status","STRING",true,"1","MUTATION_STATUS","lusc_tcga"
"Mutation Type","Mutation Type","STRING",true,"1","MUTATION_TYPE","lusc_tcga"
"New Neoplasm Event Post Initial Therapy Indicator","Yes/No/Unknown indicator to identify whether a patient has had a new tumor event after initial treatment.","STRING",true,"1","NEW_TUMOR_EVENT_AFTER_INITIAL_TREATMENT","lusc_tcga"
"Number of lymphnodes positive by ihc","Number of lymphnodes positive by ihc","STRING",true,"1","NUMBER_OF_LYMPHNODES_POSITIVE_BY_IHC","lusc_tcga"
"Oct embedded","Oct embedded","STRING",false,"1","OCT_EMBEDDED","lusc_tcga"
"Oncotree Code","Oncotree code","STRING",false,"1","ONCOTREE_CODE","lusc_tcga"
"Overall Survival (Months)","Overall survival in months since initial diagonosis.","NUMBER",true,"1","OS_MONTHS","lusc_tcga"
"Overall Survival Status","Overall patient survival status.","STRING",true,"1","OS_STATUS","lusc_tcga"
"Specimen Collection Method","The type of procedure or method used to collect the specimen.","STRING",false,"1","OTHER_METHOD_OF_SAMPLE_PROCUREMENT","lusc_tcga"
"Other Patient ID","Legacy DMP patient identifier (DMPnnnn)","STRING",true,"1","OTHER_PATIENT_ID","lusc_tcga"
"Other Sample ID","Legacy DMP sample identifier (DMPnnnn)","STRING",false,"1","OTHER_SAMPLE_ID","lusc_tcga"
"Pathology Report File Name","Pathology Report File Name","STRING",false,"1","PATHOLOGY_REPORT_FILE_NAME","lusc_tcga"
"Pathology report uuid","Pathology report uuid","STRING",false,"1","PATHOLOGY_REPORT_UUID","lusc_tcga"
"Performance Status Assessment Timepoint Category","A timepoint in reference to a patient's therapy in which a performance status assessment is conducted.","STRING",true,"1","PERFORMANCE_STATUS_TIMING","lusc_tcga"
"Adjuvant Postoperative Pharmaceutical Therapy Administered Indicator","Indicator to signify whether or not whether the patient had adjuvant/post-operative pharmaceutical therapy.","STRING",true,"1","PHARMACEUTICAL_TX_ADJUVANT","lusc_tcga"
"Lymph node location positive pathology name","Lymph node location positive pathology name","STRING",true,"1","POS_LYMPH_NODE_LOCATION","lusc_tcga"
"Primary Tumor Site","Text term to describe the organ sub-division in an individual with cancer.","STRING",true,"1","PRIMARY_SITE","lusc_tcga"
"Primary Other Site of Disease Name","A text description of an 'other' originating or primary anatomic site of the disease/condition under investigation or review.","STRING",true,"1","PRIMARY_SITE_OTHER","lusc_tcga"
"Project code","Project code","STRING",true,"1","PROJECT_CODE","lusc_tcga"
"Tissue Prospective Collection Indicator","Text indicator for the time frame of tissue procurement, indicating that the tissue was procured in parallel to the project.","STRING",true,"1","PROSPECTIVE_COLLECTION","lusc_tcga"
"Pulmonary function test indicator","Pulmonary function test indicator","STRING",true,"1","PULMONARY_FUNCTION_TEST_INDICATOR","lusc_tcga"
"Race Category","The text for reporting information about race.","STRING",true,"1","RACE","lusc_tcga"
"Did patient start adjuvant postoperative radiotherapy?","A yes/no indicator that asks whether the patient started adjuvant postoperative radiotherapy.","STRING",true,"1","RADIATION_TREATMENT_ADJUVANT","lusc_tcga"
"Surgical Margin Resection Status","Text terms to describe the status of a tissue margin following surgical resection.","STRING",true,"1","RESIDUAL_TUMOR","lusc_tcga"
"Tissue Retrospective Collection Indicator","Text indicator for the time frame of tissue procurement, indicating that the tissue was obtained and stored prior to the initiation of the project.","STRING",true,"1","RETROSPECTIVE_COLLECTION","lusc_tcga"
"Sample Type","The type of sample (i.e., normal, primary, met, recurrence).","STRING",false,"1","SAMPLE_TYPE","lusc_tcga"
"Sample type id","Sample type id","STRING",false,"1","SAMPLE_TYPE_ID","lusc_tcga"
"Sex","Sex","STRING",true,"1","SEX","lusc_tcga"
"Shortest Dimension","Shortest Dimension","NUMBER",false,"1","SHORTEST_DIMENSION","lusc_tcga"
"Person Cigarette Smoking History Pack Year Value","Numeric computed value to represent lifetime tobacco exposure defined as number of cigarettes smoked per day x number of years smoked divided by 20.","NUMBER",true,"1","SMOKING_PACK_YEARS","lusc_tcga"
"Started Smoking Year","The year in which the participant began smoking.","NUMBER",true,"1","SMOKING_YEAR_STARTED","lusc_tcga"
"Stopped Smoking Year","The year in which the participant quit smoking.","NUMBER",true,"1","SMOKING_YEAR_STOPPED","lusc_tcga"
"Specimen Current Weight","The weight of the specimen.","STRING",false,"1","SPECIMEN_CURRENT_WEIGHT","lusc_tcga"
"Specimen Freezing Means","The method used to freeze the tissue after removal from the patient.","STRING",false,"1","SPECIMEN_FREEZING_METHOD","lusc_tcga"
"Specimen Second Longest Dimension","The second longest dimension of the specimen.","NUMBER",false,"1","SPECIMEN_SECOND_LONGEST_DIMENSION","lusc_tcga"
"Stage Other","Stage Other","STRING",true,"1","STAGE_OTHER","lusc_tcga"
"Adjuvant Postoperative Targeted Therapy Administered Indicator","Text term to signify postoperative adjuvant cancer therapies which use drugs to act upon specific molecules, metabolic pathways or processes involved in carcinogenesis, tumor growth, or tumor spread. [Manually-curated]","STRING",true,"1","TARGETED_MOLECULAR_THERAPY","lusc_tcga"
"Time between clamping and freezing","Time between clamping and freezing","STRING",false,"1","TIME_BETWEEN_CLAMPING_AND_FREEZING","lusc_tcga"
"Time between excision and freezing","Time between excision and freezing","STRING",false,"1","TIME_BETWEEN_EXCISION_AND_FREEZING","lusc_tcga"
"Tissue Source Site","A Tissue Source Site collects samples (tissue, cell, or blood) and cliincal metadata which are then sent to tha Biospecimen Core Resource.","STRING",true,"1","TISSUE_SOURCE_SITE","lusc_tcga"
"Patient Smoking History Category","Category describing current smoking status and smoking history as self-reported by a patient.","STRING",true,"1","TOBACCO_SMOKING_HISTORY_INDICATOR","lusc_tcga"
"Primary Therapy Outcome Success Type","Text term for the measure of success of outcome after primary treatment (surgery and adjuvant therapies).","STRING",true,"1","TREATMENT_OUTCOME_FIRST_COURSE","lusc_tcga"
"Person Neoplasm Status","The state or condition of an individual's neoplasm at a particular point in time.","STRING",true,"1","TUMOR_STATUS","lusc_tcga"
"Tumor Disease Anatomic Site","Text term that describes the anatomic site of the tumor or disease.","STRING",true,"1","TUMOR_TISSUE_SITE","lusc_tcga"
"Vial number","Vial number","STRING",false,"1","VIAL_NUMBER","lusc_tcga"
"Patient's Vital Status","The survival state of the person.","STRING",true,"1","VITAL_STATUS","lusc_tcga"
"Diagnosis Age","Age at which a condition or disease was first diagnosed.","NUMBER",true,"1","AGE","lusc_tcga_pan_can_atlas_2018"
"Neoplasm Disease Stage American Joint Committee on Cancer Code","The extent of a cancer, especially whether the disease has spread from the original site to other parts of the body based on AJCC staging criteria.","STRING",true,"1","AJCC_PATHOLOGIC_TUMOR_STAGE","lusc_tcga_pan_can_atlas_2018"
"American Joint Committee on Cancer Publication Version Type","The version or edition of the American Joint Committee on Cancer Cancer Staging Handbooks, a publication by the group formed for the purpose of developing a system of clinical staging for cancer that is acceptable to the American medical profession and is compatible with other accepted classifications.","STRING",true,"1","AJCC_STAGING_EDITION","lusc_tcga_pan_can_atlas_2018"
"Aneuploidy Score","Aneuploidy Score","NUMBER",false,"1","ANEUPLOIDY_SCORE","lusc_tcga_pan_can_atlas_2018"
"Cancer Type","Cancer Type","STRING",false,"1","CANCER_TYPE","lusc_tcga_pan_can_atlas_2018"
"TCGA PanCanAtlas Cancer Type Acronym","Text field to hold cancer type acronym used by TCGA PanCanAtlas.","STRING",true,"1","CANCER_TYPE_ACRONYM","lusc_tcga_pan_can_atlas_2018"
"Cancer Type Detailed","Cancer Type Detailed","STRING",false,"1","CANCER_TYPE_DETAILED","lusc_tcga_pan_can_atlas_2018"
"Center of sequencing","Center of sequencing","STRING",true,"1","CENTER","lusc_tcga_pan_can_atlas_2018"
"Last Communication Contact from Initial Pathologic Diagnosis Date","Time interval from the date of last followup to the date of initial pathologic diagnosis, represented as a calculated number of days..","NUMBER",true,"1","DAYS_LAST_FOLLOWUP","lusc_tcga_pan_can_atlas_2018"
"Birth from Initial Pathologic Diagnosis Date","Time interval from a person's date of birth to the date of initial pathologic diagnosis, represented as a calculated number of days.","NUMBER",true,"1","DAYS_TO_BIRTH","lusc_tcga_pan_can_atlas_2018"
"Last Alive Less Initial Pathologic Diagnosis Date Calculated Day Value","Time interval from the last day on which a person is known to be alive to the date of initial pathologic diagnosis, represented as a calculated number of days.","NUMBER",true,"1","DAYS_TO_INITIAL_PATHOLOGIC_DIAGNOSIS","lusc_tcga_pan_can_atlas_2018"
"Ethnicity Category","The text for reporting information about ethnicity.","STRING",true,"1","ETHNICITY","lusc_tcga_pan_can_atlas_2018"
"Form completion date","Form completion date","STRING",true,"1","FORM_COMPLETION_DATE","lusc_tcga_pan_can_atlas_2018"
"Fraction Genome Altered","Fraction Genome Altered","NUMBER",false,"20","FRACTION_GENOME_ALTERED","lusc_tcga_pan_can_atlas_2018"
"Person Gender","Patient gender.","STRING",true,"1","GENDER","lusc_tcga_pan_can_atlas_2018"
"Neoplasm Histologic Grade","Numeric value to express the degree of abnormality of cancer cells, a measure of differentiation and aggressiveness.","STRING",false,"1","GRADE","lusc_tcga_pan_can_atlas_2018"
"Neoadjuvant Therapy Type Administered Prior To Resection Text","Text term to describe the patient's history of neoadjuvant treatment and the kind of treatment given prior to resection of the tumor.","STRING",true,"1","HISTORY_NEOADJUVANT_TRTYN","lusc_tcga_pan_can_atlas_2018"
"ICD-10 Classification","10th revision of the International Statistical Classification of Diseases and Related Health Problems.","STRING",true,"1","ICD_10","lusc_tcga_pan_can_atlas_2018"
"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code","The third edition of the International Classification of Diseases for Oncology, published in 2000, used principally in tumor and cancer registries for coding the site (topography) and the histology (morphology) of neoplasms._The study of the structure of the cells and their arrangement to constitute tissues and, finally, the association among these to form organs.  In pathology, the microscopic process of identifying normal and abnormal morphologic characteristics in tissues, by employing various cytochemical and immunocytochemical stains._A system of numbered categories for representation of data.","STRING",true,"1","ICD_O_3_HISTOLOGY","lusc_tcga_pan_can_atlas_2018"
