category,name,description,sampleListId,studyId
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (59 samples)","nbl_target_2018_pub_cna","nbl_target_2018_pub"
"all_cases_in_study","All tumors","All tumor samples (1089 samples)","nbl_target_2018_pub_all","nbl_target_2018_pub"
"all_cases_with_mrna_array_data","Tumor Samples with mRNA data (Agilent microarray)","All samples with mRNA expression data (249 samples)","nbl_target_2018_pub_mrna","nbl_target_2018_pub"
"other","DISCOVERY cohort","All tumors in DISCOVERY cohort (590 samples)","nbl_target_2018_pub_discovery","nbl_target_2018_pub"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (56 samples)","nbl_ucologne_2015_sequenced","nbl_ucologne_2015"
"all_cases_in_study","All Tumors","All tumor samples (56 samples)","nbl_ucologne_2015_all","nbl_ucologne_2015"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (146 samples)","nccrcc_genentech_2014_sequenced","nccrcc_genentech_2014"
"all_cases_in_study","All Tumors","All tumor samples (146 samples)","nccrcc_genentech_2014_all","nccrcc_genentech_2014"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (114 samples)","nepc_wcm_2016_sequenced","nepc_wcm_2016"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (107 samples)","nepc_wcm_2016_cnaseq","nepc_wcm_2016"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (107 samples)","nepc_wcm_2016_cna","nepc_wcm_2016"
"all_cases_in_study","All Tumors","All tumor samples (114 samples)","nepc_wcm_2016_all","nepc_wcm_2016"
"all_cases_with_log2_cna_data","Tumor Samples with log2 copy-number","All tumors with log2 copy-number data (107 samples)","nepc_wcm_2016_log2CNA","nepc_wcm_2016"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (14 samples)","nhl_bcgsc_2011_sequenced","nhl_bcgsc_2011"
"all_cases_in_study","All Tumors","All tumor samples (14 samples)","nhl_bcgsc_2011_all","nhl_bcgsc_2011"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (52 samples)","nhl_bcgsc_2013_sequenced","nhl_bcgsc_2013"
"all_cases_in_study","All Tumors","All tumor samples (53 samples)","nhl_bcgsc_2013_all","nhl_bcgsc_2013"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (56 samples)","npc_nusingapore_sequenced","npc_nusingapore"
"all_cases_in_study","All Tumors","All tumor samples (56 samples)","npc_nusingapore_all","npc_nusingapore"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (240 samples)","nsclc_pd1_msk_2018_sequenced","nsclc_pd1_msk_2018"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (240 samples)","nsclc_pd1_msk_2018_cnaseq","nsclc_pd1_msk_2018"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (241 samples)","nsclc_pd1_msk_2018_cna","nsclc_pd1_msk_2018"
"all_cases_in_study","All Tumors","All tumor samples (240 samples)","nsclc_pd1_msk_2018_all","nsclc_pd1_msk_2018"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (1187 samples)","nsclc_tcga_broad_2016_sequenced","nsclc_tcga_broad_2016"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (1144 samples)","nsclc_tcga_broad_2016_cnaseq","nsclc_tcga_broad_2016"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (1144 samples)","nsclc_tcga_broad_2016_cna","nsclc_tcga_broad_2016"
"all_cases_in_study","All Tumors","All tumor samples (1187 samples)","nsclc_tcga_broad_2016_all","nsclc_tcga_broad_2016"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (41 samples)","nsclc_unito_2016_sequenced","nsclc_unito_2016"
"all_cases_in_study","All Tumors","All tumor samples (41 samples)","nsclc_unito_2016_all","nsclc_unito_2016"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (22 samples)","odg_msk_2017_sequenced","odg_msk_2017"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (22 samples)","odg_msk_2017_cnaseq","odg_msk_2017"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (22 samples)","odg_msk_2017_cna","odg_msk_2017"
"all_cases_in_study","All Tumors","All tumor samples (34 samples)","odg_msk_2017_all","odg_msk_2017"
"all_cases_with_methylation_data","Tumor Samples with methylation data (HM450)","All samples with methylation (HM450) data (10 samples)","ov_tcga_methylation_hm450","ov_tcga"
"all_cases_with_methylation_data","All tumor samples with methylation data","All samples with methylation data (10 samples)","ov_tcga_methylation_all","ov_tcga"
"other","Protein Quantification (Mass Spec)","All samples with mass spec protein quantification data","ov_tcga_protein_quantification","ov_tcga"
"all_cases_with_mutation_data","All Sequenced Tumors","All sequenced tumor samples (316 samples)","ov_tcga_sequenced","ov_tcga"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (311 samples)","ov_tcga_cnaseq","ov_tcga"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (579 samples)","ov_tcga_cna","ov_tcga"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (307 samples)","ov_tcga_rna_seq_v2_mrna","ov_tcga"
"all_cases_in_study","All Tumors","All tumor samples (1029 samples)","ov_tcga_all","ov_tcga"
"all_cases_with_mrna_array_data","Tumor Samples with mRNA data (Agilent microarray)","All samples with mRNA expression data (558 samples)","ov_tcga_mrna","ov_tcga"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (182 samples)","ov_tcga_3way_complete","ov_tcga"
"all_cases_with_rppa_data","Tumor Samples with RPPA data","Tumors with reverse phase protein array (RPPA) data for about 200 antibodies (443 samples)","ov_tcga_rppa","ov_tcga"
"all_cases_with_mrna_array_data","Tumor Samples with mRNA data (U133 microarray only)","All samples with mRNA expression data (535 samples)","ov_tcga_mrna_U133","ov_tcga"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (523 samples)","ov_tcga_pan_can_atlas_2018_sequenced","ov_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (398 samples)","ov_tcga_pan_can_atlas_2018_cnaseq","ov_tcga_pan_can_atlas_2018"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (572 samples)","ov_tcga_pan_can_atlas_2018_cna","ov_tcga_pan_can_atlas_2018"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (300 samples)","ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna","ov_tcga_pan_can_atlas_2018"
"all_cases_in_study","All Tumors","All tumor samples (585 samples)","ov_tcga_pan_can_atlas_2018_all","ov_tcga_pan_can_atlas_2018"
"all_cases_with_log2_cna_data","Tumor Samples with log2 copy-number","All tumors with log2 copy-number data (572 samples)","ov_tcga_pan_can_atlas_2018_log2CNA","ov_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (201 samples)","ov_tcga_pan_can_atlas_2018_3way_complete","ov_tcga_pan_can_atlas_2018"
"other","Expression Cluster Proliferative","Tumors assigned to ""Proliferative"" expression cluster, as described in the 2011 Nature manuscript (137 samples).","ov_tcga_pub_exp4","ov_tcga_pub"
"other","Methylation cluster 3","Tumors assigned to methylation cluster 3, as described in the 2011 Nature manuscript (156 samples).","ov_tcga_pub_meth3","ov_tcga_pub"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (316 samples)","ov_tcga_pub_sequenced","ov_tcga_pub"
"all_cases_with_mutation_and_cna_data","Tumors with sequencing and CNA data","All tumor samples that have CNA and sequencing data (316 samples)","ov_tcga_pub_cna_seq","ov_tcga_pub"
"all_cases_with_cna_data","Tumors CNA","All tumors with CNA data (489 samples)","ov_tcga_pub_cna","ov_tcga_pub"
"other","Manuscript samples","All tumor samples that have mRNA, CNA, methylation and sequencing data (316 samples)","ov_tcga_pub_complete_manuscript","ov_tcga_pub"
"other","Methylation cluster 2","Tumors assigned to methylation cluster 2, as described in the 2011 Nature manuscript (64 samples).","ov_tcga_pub_meth2","ov_tcga_pub"
"all_cases_with_microrna_data","Tumors with microRNA data (microRNA-Seq)","All samples with microRNA data (518 samples)","ov_tcga_pub_microrna","ov_tcga_pub"
"other","Methylation cluster 1","Tumors assigned to methylation cluster 1, as described in the 2011 Nature manuscript (131 samples).","ov_tcga_pub_meth1","ov_tcga_pub"
"all_cases_in_study","All Tumors","All tumor samples (563 samples)","ov_tcga_pub_all","ov_tcga_pub"
"other","Expression Cluster Mesenchymal","Tumors assigned to ""Mesenchymal"" expression cluster, as described in the 2011 Nature manuscript (108 samples).","ov_tcga_pub_exp3","ov_tcga_pub"
"all_cases_with_mrna_array_data","Tumors with mRNA data (Agilent microarray)","All samples with mRNA expression data (489 samples)","ov_tcga_pub_mrna","ov_tcga_pub"
"other","Expression Cluster Immunoreactive","Tumors assigned to ""Immunoreactive"" expression cluster, as described in the 2011 Nature manuscript (110 samples).","ov_tcga_pub_exp2","ov_tcga_pub"
"all_cases_with_log2_cna_data","Tumors log2 copy-number","All tumors with log2 copy-number data (481 samples)","ov_tcga_pub_log2CNA","ov_tcga_pub"
"other","Expression Cluster Fallopian","Tumors assigned to ""Fallopian"" expression cluster, as described in the 2011 Nature manuscript (134 samples).","ov_tcga_pub_exp1","ov_tcga_pub"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (316 samples)","ov_tcga_pub_3way_complete","ov_tcga_pub"
"all_cases_with_methylation_data","Tumors with methylation data (HM27)","All samples with methylation (HM27) data (489 samples)","ov_tcga_pub_methylation_hm27","ov_tcga_pub"
"other","Methylation cluster 4","Tumors assigned to methylation cluster 4, as described in the 2011 Nature manuscript (138 samples).","ov_tcga_pub_meth4","ov_tcga_pub"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (23 samples)","paac_jhu_2014_sequenced","paac_jhu_2014"
"all_cases_in_study","All Tumors","All tumor samples (23 samples)","paac_jhu_2014_all","paac_jhu_2014"
"all_cases_with_mutation_data","Sequenced Tumors","All sequenced samples (99 samples)","paad_icgc_sequenced","paad_icgc"
"all_cases_in_study","All Tumors","All tumor samples (99 samples)","paad_icgc_all","paad_icgc"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (383 samples)","paad_qcmg_uq_2016_sequenced","paad_qcmg_uq_2016"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (96 samples)","paad_qcmg_uq_2016_rna_seq_v2_mrna","paad_qcmg_uq_2016"
"all_cases_in_study","All Tumors","All tumor samples (467 samples)","paad_qcmg_uq_2016_all","paad_qcmg_uq_2016"
"all_cases_with_methylation_data","Tumor Samples with methylation data (HM450)","All samples with methylation (HM450) data (195 samples)","paad_tcga_methylation_hm450","paad_tcga"
"all_cases_with_methylation_data","All tumor samples with methylation data","All samples with methylation data (185 samples)","paad_tcga_methylation_all","paad_tcga"
"all_cases_with_mutation_data","All Sequenced Tumors","All Sequenced samples (150 samples)","paad_tcga_sequenced","paad_tcga"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (149 samples)","paad_tcga_cnaseq","paad_tcga"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (184 samples)","paad_tcga_cna","paad_tcga"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (179 samples)","paad_tcga_rna_seq_v2_mrna","paad_tcga"
"all_cases_in_study","All Tumors","All tumor samples (319 samples)","paad_tcga_all","paad_tcga"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (149 samples)","paad_tcga_3way_complete","paad_tcga"
"all_cases_with_rppa_data","Tumor Samples with RPPA data","Tumors with reverse phase protein array (RPPA) data for about 200 antibodies (123 samples)","paad_tcga_rppa","paad_tcga"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (179 samples)","paad_tcga_pan_can_atlas_2018_sequenced","paad_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (175 samples)","paad_tcga_pan_can_atlas_2018_cnaseq","paad_tcga_pan_can_atlas_2018"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (183 samples)","paad_tcga_pan_can_atlas_2018_cna","paad_tcga_pan_can_atlas_2018"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (177 samples)","paad_tcga_pan_can_atlas_2018_rna_seq_v2_mrna","paad_tcga_pan_can_atlas_2018"
"all_cases_in_study","All Tumors","All tumor samples (184 samples)","paad_tcga_pan_can_atlas_2018_all","paad_tcga_pan_can_atlas_2018"
"all_cases_with_log2_cna_data","Tumor Samples with log2 copy-number","All tumors with log2 copy-number data (183 samples)","paad_tcga_pan_can_atlas_2018_log2CNA","paad_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (168 samples)","paad_tcga_pan_can_atlas_2018_3way_complete","paad_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (109 samples)","paad_utsw_2015_sequenced","paad_utsw_2015"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (109 samples)","paad_utsw_2015_cnaseq","paad_utsw_2015"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (109 samples)","paad_utsw_2015_cna","paad_utsw_2015"
"all_cases_in_study","All Tumors","All tumor samples (109 samples)","paad_utsw_2015_all","paad_utsw_2015"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (32 samples)","pact_jhu_2011_sequenced","pact_jhu_2011"
"all_cases_in_study","All Tumors","All tumor samples (39 samples)","pact_jhu_2011_all","pact_jhu_2011"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (98 samples)","panet_arcnet_2017_sequenced","panet_arcnet_2017"
"all_cases_in_study","All Tumors","All tumor samples (116 samples)","panet_arcnet_2017_all","panet_arcnet_2017"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (10 samples)","panet_jhu_2011_sequenced","panet_jhu_2011"
"all_cases_in_study","All Tumors","All tumor samples (10 samples)","panet_jhu_2011_all","panet_jhu_2011"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (10 samples)","panet_shanghai_2013_sequenced","panet_shanghai_2013"
"all_cases_in_study","All Tumors","All tumor samples (10 samples)","panet_shanghai_2013_all","panet_shanghai_2013"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (96 samples)","past_dkfz_heidelberg_2013_sequenced","past_dkfz_heidelberg_2013"
"all_cases_in_study","All Tumors","All tumor samples (103 samples)","past_dkfz_heidelberg_2013_all","past_dkfz_heidelberg_2013"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (10 samples)","pcnsl_mayo_2015_sequenced","pcnsl_mayo_2015"
"all_cases_in_study","All Tumors","All tumor samples (19 samples)","pcnsl_mayo_2015_all","pcnsl_mayo_2015"
"all_cases_with_methylation_data","Tumor Samples with methylation data (HM450)","All samples with methylation (HM450) data (187 samples)","pcpg_tcga_methylation_hm450","pcpg_tcga"
